Befolkningens højest fuldførte uddannelse (15-69 år) efter
bopælsområde, køn, alder, herkomst, højest fuldførte uddannelse og tid

" ,"" "","" "","" "","" "",""2020"",""2021"",""2022"",""2023"",""2024"""
Hele landet
" ,""Mænd"""
" ,"" "",""20-24 år"""
" ,"" "","" "",""Personer med dansk oprindelse"""
" ,"" "","" "","" "",""H3530 Adgangsgivende værkstedsskoleforløb"",0,0,0,0,0"
" ,"" "","" "","" "",""H40 Korte videregående uddannelser, KVU"",2148,2168,2280,2427,2660"
" ,"" "","" "","" "",""H4020 Pædagogisk, KVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H4024 Medier og kommunikation, KVU"",129,119,103,96,92"
" ,"" "","" "","" "",""H4025 Humanistisk og teologisk, KVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H4030 Kunstnerisk, KVU"",2,1,0,0,0"
" ,"" "","" "","" "",""H4038 Samfundsfaglig, Økonomisk-Merkantil, KVU"",379,391,373,364,349"
" ,"" "","" "","" "",""H4058 Teknisk, KVU"",243,241,223,211,229"
" ,"" "","" "","" "",""H4075 Fødevarer, bio- og laboratorieteknik, KVU"",12,12,12,13,6"
" ,"" "","" "","" "",""H4080 Jordbrug, natur og miljø, KVU"",11,8,4,4,3"
" ,"" "","" "","" "",""H4085 Maritimt, KVU"",3,3,2,0,2"
" ,"" "","" "","" "",""H4089 Sundhedsfaglig, KVU"",4,3,2,3,5"
" ,"" "","" "","" "",""H4095 Politi og forsvar mv., KVU"",15,20,17,16,13"
" ,"" "","" "","" "",""H4097 Videregående uddannelser uden nærmere angivelse, KVU"",1350,1370,1544,1720,1961"
" ,"" "","" "","" "",""H50 Mellemlange videregående uddannelser, MVU"",6776,6239,7435,5276,4407"
" ,"" "","" "","" "",""H5020 Pædagogisk, MVU"",147,141,135,131,131"
" ,"" "","" "","" "",""H5024 Medier og kommunikation, MVU"",39,42,29,28,30"
" ,"" "","" "","" "",""H5025 Humanistisk og teologisk, MVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H5030 Kunstnerisk, MVU"",113,115,101,94,74"
" ,"" "","" "","" "",""H5038 Samfundsfaglig, Økonomisk-Merkantil, MVU"",450,493,516,579,539"
" ,"" "","" "","" "",""H5039 Samfundsvidenskab, MVU"",3,2,1,0,1"
" ,"" "","" "","" "",""H5058 Teknisk, MVU"",905,904,945,993,922"
" ,"" "","" "","" "",""H5059 Teknisk videnskab, MVU"",0,0,1,2,1"
" ,"" "","" "","" "",""H5075 Fødevarer, Bio- og laboratorieteknik, MVU"",5,7,10,9,8"
" ,"" "","" "","" "",""H5080 Jordbrug, natur og miljø, MVU"",9,5,4,6,4"
" ,"" "","" "","" "",""H5085 Maritimt, MVU"",3,3,3,4,3"
" ,"" "","" "","" "",""H5089 Sundhedsfaglig, MVU"",87,73,78,107,110"
" ,"" "","" "","" "",""H5095 Politi og forsvar mv., MVU"",0,0,0,1,1"
" ,"" "","" "","" "",""H5097 Videregående uddannelser uden nærmere angivelse, MVU"",5015,4454,5612,3322,2583"
" ,"" "","" "","" "",""H60 Bacheloruddannelser, BACH"",3315,3214,3367,6689,8555"
" ,"" "","" "","" "",""H6020 Pædagogisk, BACH"",1,1,1,0,0"
" ,"" "","" "","" "",""H6025 Humanistisk og teologisk, BACH"",93,87,83,84,84"
" ,"" "","" "","" "",""H6030 Kunstnerisk, BACH"",97,97,76,53,41"
" ,"" "","" "","" "",""H6035 Naturvidenskab, BACH"",101,102,103,92,98"
" ,"" "","" "","" "",""H6039 Samfundsvidenskab, BACH"",359,346,324,322,326"
" ,"" "","" "","" "",""H6059 Teknisk videnskab, BACH"",113,103,107,118,131"
" ,"" "","" "","" "",""H6075 Fødevarer, Bio- og laboratorieteknik, BACH"",1,2,2,0,1"
" ,"" "","" "","" "",""H6080 Jordbrug, natur og miljø, BACH"",5,3,2,4,3"
" ,"" "","" "","" "",""H6090 Sundhedsvidenskab, BACH"",92,89,93,95,101"
" ,"" "","" "","" "",""H6097 Videregående uddannelser uden nærmere angivelse, BACH"",2453,2384,2576,5921,7770"
" ,"" "","" "","" "",""H70 Lange videregående uddannelser, LVU"",7042,7385,7400,7541,7345"
" ,"" "","" "","" "",""H7020 Pædagogisk, LVU"",5,4,5,8,6"
" ,"" "","" "","" "",""H7025 Humanistisk og teologisk, LVU"",192,170,171,140,146"
" ,"" "","" "","" "",""H7030 Kunstnerisk, LVU"",171,172,174,176,155"
" ,"" "","" "","" "",""H7035 Naturvidenskab, LVU"",431,497,558,609,656"
" ,"" "","" "","" "",""H7039 Samfundsvidenskab, LVU"",1311,1318,1333,1382,1347"
" ,"" "","" "","" "",""H7059 Teknisk videnskab, LVU"",1335,1408,1546,1802,1960"
" ,"" "","" "","" "",""H7075 Fødevarer, Bio- og laboratorieteknik, LVU"",21,17,25,23,18"
" ,"" "","" "","" "",""H7080 Jordbrug, natur og miljø, LVU"",90,101,114,115,110"
" ,"" "","" "","" "",""H7090 Sundhedsvidenskab, LVU"",237,256,237,233,231"
" ,"" "","" "","" "",""H7095 Politi og forsvar mv., LVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H7097 Videregående uddannelser uden nærmere angivelse, LVU"",3249,3442,3237,3053,2716"
" ,"" "","" "","" "",""H80 Ph.d. og forskeruddannelser"",325,366,463,419,414"
" ,"" "","" "","" "",""H8020 Pædagogisk, Ph.d."",0,0,0,0,0"
" ,"" "","" "","" "",""H8025 Humanistisk og teologisk, Ph.d."",0,1,1,1,1"
" ,"" "","" "","" "",""H8030 Kunstnerisk, Ph.d."",7,11,10,13,11"
" ,"" "","" "","" "",""H8035 Naturvidenskab, Ph.d."",8,13,15,9,24"
" ,"" "","" "","" "",""H8039 Samfundsvidenskab, Ph.d."",2,3,1,3,3"
" ,"" "","" "","" "",""H8059 Teknisk videnskab, Ph.d."",35,27,34,27,31"
" ,"" "","" "","" "",""H8080 Jordbrug, natur og miljø, Ph.d."",2,2,6,2,1"
" ,"" "","" "","" "",""H8090 Sundhedsvidenskab, Ph.d."",6,8,6,7,8"
" ,"" "","" "","" "",""H8097 Videregående uddannelser uden nærmere angivelse, Ph.d."",265,301,390,357,335"
" ,"" "","" "",""Efterkommere"""
" ,"" "","" "","" "",""H3091 Grundforløb"",0,0,39,82,134"
" ,"" "","" "","" "",""H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse"",5,5,9,10,9"
" ,"" "","" "","" "",""H35 Adgangsgivende uddannelsesforløb"",33,26,22,20,16"
" ,"" "","" "","" "",""H3510 Adgangskurser - videregående udd."",14,11,12,10,7"
" ,"" "","" "","" "",""H3520 Adgangseksamen - ingeniøruddannelse"",19,15,10,10,9"
" ,"" "","" "","" "",""H3530 Adgangsgivende værkstedsskoleforløb"",0,0,0,0,0"
" ,"" "","" "","" "",""H40 Korte videregående uddannelser, KVU"",596,699,773,852,908"
" ,"" "","" "","" "",""H4020 Pædagogisk, KVU"",4,4,4,3,2"
" ,"" "","" "","" "",""H4024 Medier og kommunikation, KVU"",46,46,42,54,59"
" ,"" "","" "","" "",""H4025 Humanistisk og teologisk, KVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H4030 Kunstnerisk, KVU"",2,2,1,2,1"
" ,"" "","" "","" "",""H4038 Samfundsfaglig, Økonomisk-Merkantil, KVU"",341,402,457,509,553"
" ,"" "","" "","" "",""H4058 Teknisk, KVU"",143,167,172,190,193"
" ,"" "","" "","" "",""H4075 Fødevarer, bio- og laboratorieteknik, KVU"",12,18,20,17,20"
" ,"" "","" "","" "",""H4080 Jordbrug, natur og miljø, KVU"",1,2,2,2,3"
" ,"" "","" "","" "",""H4085 Maritimt, KVU"",1,0,0,0,1"
" ,"" "","" "","" "",""H4089 Sundhedsfaglig, KVU"",8,11,11,13,14"
" ,"" "","" "","" "",""H4095 Politi og forsvar mv., KVU"",32,41,53,56,52"
" ,"" "","" "","" "",""H4097 Videregående uddannelser uden nærmere angivelse, KVU"",6,6,11,6,10"
" ,"" "","" "","" "",""H50 Mellemlange videregående uddannelser, MVU"",1176,1303,1434,1599,1759"
" ,"" "","" "","" "",""H5020 Pædagogisk, MVU"",282,314,321,343,363"
" ,"" "","" "","" "",""H5024 Medier og kommunikation, MVU"",28,22,31,24,20"
" ,"" "","" "","" "",""H5025 Humanistisk og teologisk, MVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H5030 Kunstnerisk, MVU"",12,20,19,22,17"
" ,"" "","" "","" "",""H5038 Samfundsfaglig, Økonomisk-Merkantil, MVU"",307,329,338,398,474"
" ,"" "","" "","" "",""H5039 Samfundsvidenskab, MVU"",0,0,1,1,1"
" ,"" "","" "","" "",""H5058 Teknisk, MVU"",440,517,582,642,718"
" ,"" "","" "","" "",""H5059 Teknisk videnskab, MVU"",0,0,1,2,1"
" ,"" "","" "","" "",""H5075 Fødevarer, Bio- og laboratorieteknik, MVU"",3,4,3,4,4"
" ,"" "","" "","" "",""H5080 Jordbrug, natur og miljø, MVU"",3,3,4,2,2"
" ,"" "","" "","" "",""H5085 Maritimt, MVU"",0,0,0,0,1"
" ,"" "","" "","" "",""H5089 Sundhedsfaglig, MVU"",81,70,82,94,101"
" ,"" "","" "","" "",""H5095 Politi og forsvar mv., MVU"",1,2,1,2,3"
" ,"" "","" "","" "",""H5097 Videregående uddannelser uden nærmere angivelse, MVU"",19,22,51,65,54"
" ,"" "","" "","" "",""H60 Bacheloruddannelser, BACH"",602,620,661,676,672"
" ,"" "","" "","" "",""H6020 Pædagogisk, BACH"",2,2,2,2,2"
" ,"" "","" "","" "",""H6025 Humanistisk og teologisk, BACH"",99,99,103,93,78"
" ,"" "","" "","" "",""H6030 Kunstnerisk, BACH"",11,10,11,11,9"
" ,"" "","" "","" "",""H6035 Naturvidenskab, BACH"",67,72,84,81,82"
" ,"" "","" "","" "",""H6039 Samfundsvidenskab, BACH"",269,282,279,285,290"
" ,"" "","" "","" "",""H6059 Teknisk videnskab, BACH"",58,64,67,83,97"
" ,"" "","" "","" "",""H6075 Fødevarer, Bio- og laboratorieteknik, BACH"",2,0,0,0,1"
" ,"" "","" "","" "",""H6080 Jordbrug, natur og miljø, BACH"",3,3,3,3,1"
" ,"" "","" "","" "",""H6090 Sundhedsvidenskab, BACH"",88,85,101,113,93"
" ,"" "","" "","" "",""H6097 Videregående uddannelser uden nærmere angivelse, BACH"",3,3,11,5,19"
" ,"" "","" "","" "",""H70 Lange videregående uddannelser, LVU"",1193,1357,1523,1579,1604"
" ,"" "","" "","" "",""H7020 Pædagogisk, LVU"",17,15,12,11,10"
" ,"" "","" "","" "",""H7025 Humanistisk og teologisk, LVU"",77,68,67,83,82"
" ,"" "","" "","" "",""H7030 Kunstnerisk, LVU"",7,10,8,10,10"
" ,"" "","" "","" "",""H7035 Naturvidenskab, LVU"",111,130,156,173,183"
" ,"" "","" "","" "",""H7039 Samfundsvidenskab, LVU"",540,621,696,706,717"
" ,"" "","" "","" "",""H7059 Teknisk videnskab, LVU"",256,291,345,335,330"
" ,"" "","" "","" "",""H7075 Fødevarer, Bio- og laboratorieteknik, LVU"",1,1,1,1,2"
" ,"" "","" "","" "",""H7080 Jordbrug, natur og miljø, LVU"",7,7,6,6,3"
" ,"" "","" "","" "",""H7090 Sundhedsvidenskab, LVU"",162,200,209,236,248"
" ,"" "","" "","" "",""H7095 Politi og forsvar mv., LVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H7097 Videregående uddannelser uden nærmere angivelse, LVU"",15,14,23,18,19"
" ,"" "","" "","" "",""H80 Ph.d. og forskeruddannelser"",7,7,7,4,6"
" ,"" "","" "","" "",""H8020 Pædagogisk, Ph.d."",0,0,0,0,0"
" ,"" "","" "","" "",""H8025 Humanistisk og teologisk, Ph.d."",0,0,0,0,0"
" ,"" "","" "","" "",""H8030 Kunstnerisk, Ph.d."",1,0,1,1,1"
" ,"" "","" "","" "",""H8035 Naturvidenskab, Ph.d."",2,1,0,0,1"
" ,"" "","" "","" "",""H8039 Samfundsvidenskab, Ph.d."",0,0,0,1,1"
" ,"" "","" "","" "",""H8059 Teknisk videnskab, Ph.d."",3,4,3,0,0"
" ,"" "","" "","" "",""H8080 Jordbrug, natur og miljø, Ph.d."",0,0,0,0,0"
" ,"" "","" "","" "",""H8090 Sundhedsvidenskab, Ph.d."",1,2,1,0,1"
" ,"" "","" "","" "",""H8097 Videregående uddannelser uden nærmere angivelse, Ph.d."",0,0,2,2,2"
" ,"" "",""30-34 år"""
" ,"" "","" "",""Personer med dansk oprindelse"""
" ,"" "","" "","" "",""H3091 Grundforløb"",0,0,62,93,114"
" ,"" "","" "","" "",""H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse"",28,28,30,27,23"
" ,"" "","" "","" "",""H35 Adgangsgivende uddannelsesforløb"",138,121,114,107,93"
" ,"" "","" "","" "",""H3510 Adgangskurser - videregående udd."",3,3,2,1,2"
" ,"" "","" "","" "",""H3520 Adgangseksamen - ingeniøruddannelse"",130,115,112,106,91"
" ,"" "","" "","" "",""H3530 Adgangsgivende værkstedsskoleforløb"",5,3,0,0,0"
" ,"" "","" "","" "",""H40 Korte videregående uddannelser, KVU"",8416,8631,9130,9798,10260"
" ,"" "","" "","" "",""H4020 Pædagogisk, KVU"",48,34,26,24,23"
" ,"" "","" "","" "",""H4024 Medier og kommunikation, KVU"",670,708,744,792,770"
" ,"" "","" "","" "",""H4025 Humanistisk og teologisk, KVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H4030 Kunstnerisk, KVU"",28,28,25,26,27"
" ,"" "","" "","" "",""H4038 Samfundsfaglig, Økonomisk-Merkantil, KVU"",3044,3080,3344,3668,3909"
" ,"" "","" "","" "",""H4058 Teknisk, KVU"",2855,2997,3193,3350,3437"
" ,"" "","" "","" "",""H4075 Fødevarer, bio- og laboratorieteknik, KVU"",311,340,326,353,367"
" ,"" "","" "","" "",""H4080 Jordbrug, natur og miljø, KVU"",233,227,213,212,233"
" ,"" "","" "","" "",""H4085 Maritimt, KVU"",121,114,117,120,113"
" ,"" "","" "","" "",""H4089 Sundhedsfaglig, KVU"",35,38,43,46,41"
" ,"" "","" "","" "",""H4095 Politi og forsvar mv., KVU"",1027,1011,1052,1154,1280"
" ,"" "","" "","" "",""H4097 Videregående uddannelser uden nærmere angivelse, KVU"",44,54,47,53,60"
" ,"" "","" "","" "",""H50 Mellemlange videregående uddannelser, MVU"",20196,21665,22843,23959,24716"
" ,"" "","" "","" "",""H5020 Pædagogisk, MVU"",6065,6381,6459,6589,6638"
" ,"" "","" "","" "",""H5024 Medier og kommunikation, MVU"",1056,1155,1222,1290,1285"
" ,"" "","" "","" "",""H5025 Humanistisk og teologisk, MVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H5030 Kunstnerisk, MVU"",394,451,475,532,553"
" ,"" "","" "","" "",""H5038 Samfundsfaglig, Økonomisk-Merkantil, MVU"",3218,3549,3921,4309,4602"
" ,"" "","" "","" "",""H5039 Samfundsvidenskab, MVU"",36,32,25,19,22"
" ,"" "","" "","" "",""H5058 Teknisk, MVU"",6968,7483,7986,8410,8733"
" ,"" "","" "","" "",""H5059 Teknisk videnskab, MVU"",0,1,4,10,14"
" ,"" "","" "","" "",""H5075 Fødevarer, Bio- og laboratorieteknik, MVU"",114,128,143,138,154"
" ,"" "","" "","" "",""H5080 Jordbrug, natur og miljø, MVU"",125,141,171,194,205"
" ,"" "","" "","" "",""H5085 Maritimt, MVU"",196,175,164,145,137"
" ,"" "","" "","" "",""H5089 Sundhedsfaglig, MVU"",1648,1823,1964,2052,2144"
" ,"" "","" "","" "",""H5095 Politi og forsvar mv., MVU"",325,291,253,211,177"
" ,"" "","" "","" "",""H5097 Videregående uddannelser uden nærmere angivelse, MVU"",51,55,56,60,52"
" ,"" "","" "","" "",""H60 Bacheloruddannelser, BACH"",4458,4612,4850,5069,5353"
" ,"" "","" "","" "",""H6020 Pædagogisk, BACH"",12,10,13,17,12"
" ,"" "","" "","" "",""H6025 Humanistisk og teologisk, BACH"",1215,1289,1348,1346,1418"
" ,"" "","" "","" "",""H6030 Kunstnerisk, BACH"",280,290,322,367,378"
" ,"" "","" "","" "",""H6035 Naturvidenskab, BACH"",726,799,891,1002,1070"
" ,"" "","" "","" "",""H6039 Samfundsvidenskab, BACH"",1609,1583,1572,1620,1661"
" ,"" "","" "","" "",""H6059 Teknisk videnskab, BACH"",434,462,507,539,607"
" ,"" "","" "","" "",""H6075 Fødevarer, Bio- og laboratorieteknik, BACH"",16,11,10,6,9"
" ,"" "","" "","" "",""H6080 Jordbrug, natur og miljø, BACH"",36,33,41,48,52"
" ,"" "","" "","" "",""H6090 Sundhedsvidenskab, BACH"",118,118,117,101,109"
" ,"" "","" "","" "",""H6097 Videregående uddannelser uden nærmere angivelse, BACH"",12,17,29,23,37"
" ,"" "","" "","" "",""H70 Lange videregående uddannelser, LVU"",24859,26350,27792,28910,30194"
" ,"" "","" "","" "",""H7020 Pædagogisk, LVU"",396,401,418,385,369"
" ,"" "","" "","" "",""H7025 Humanistisk og teologisk, LVU"",3714,3909,4106,4147,4157"
" ,"" "","" "","" "",""H7030 Kunstnerisk, LVU"",707,688,682,678,697"
" ,"" "","" "","" "",""H7035 Naturvidenskab, LVU"",2951,3208,3554,3862,4074"
" ,"" "","" "","" "",""H7039 Samfundsvidenskab, LVU"",10364,11110,11656,12032,12504"
" ,"" "","" "","" "",""H7059 Teknisk videnskab, LVU"",4577,4704,4945,5291,5791"
" ,"" "","" "","" "",""H7075 Fødevarer, Bio- og laboratorieteknik, LVU"",66,73,76,85,82"
" ,"" "","" "","" "",""H7080 Jordbrug, natur og miljø, LVU"",312,344,352,377,394"
" ,"" "","" "","" "",""H7090 Sundhedsvidenskab, LVU"",1702,1847,1930,1997,2067"
" ,"" "","" "","" "",""H7095 Politi og forsvar mv., LVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H7097 Videregående uddannelser uden nærmere angivelse, LVU"",70,66,73,56,59"
" ,"" "","" "","" "",""H80 Ph.d. og forskeruddannelser"",1307,1279,1239,1228,1228"
" ,"" "","" "","" "",""H8020 Pædagogisk, Ph.d."",0,0,0,0,0"
" ,"" "","" "","" "",""H8025 Humanistisk og teologisk, Ph.d."",46,42,38,40,47"
" ,"" "","" "","" "",""H8030 Kunstnerisk, Ph.d."",30,34,37,37,35"
" ,"" "","" "","" "",""H8035 Naturvidenskab, Ph.d."",377,366,351,351,349"
" ,"" "","" "","" "",""H8039 Samfundsvidenskab, Ph.d."",141,124,118,123,130"
" ,"" "","" "","" "",""H8059 Teknisk videnskab, Ph.d."",469,450,442,407,403"
" ,"" "","" "","" "",""H8080 Jordbrug, natur og miljø, Ph.d."",41,32,27,26,25"
" ,"" "","" "","" "",""H8090 Sundhedsvidenskab, Ph.d."",199,225,223,238,236"
" ,"" "","" "","" "",""H8097 Videregående uddannelser uden nærmere angivelse, Ph.d."",4,6,3,6,3"
" ,"" "","" "",""Indvandrere"""
" ,"" "","" "","" "",""H3091 Grundforløb"",0,0,7,16,19"
" ,"" "","" "","" "",""H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse"",3488,3688,4110,4047,3407"
" ,"" "","" "","" "",""H35 Adgangsgivende uddannelsesforløb"",71,71,76,65,55"
" ,"" "","" "","" "",""H3510 Adgangskurser - videregående udd."",23,21,24,30,30"
" ,"" "","" "","" "",""H3520 Adgangseksamen - ingeniøruddannelse"",47,49,52,35,25"
" ,"" "","" "","" "",""H3530 Adgangsgivende værkstedsskoleforløb"",1,1,0,0,0"
" ,"" "","" "","" "",""H40 Korte videregående uddannelser, KVU"",2494,2511,2601,2842,2957"
" ,"" "","" "","" "",""H4020 Pædagogisk, KVU"",11,6,5,5,3"
" ,"" "","" "","" "",""H4024 Medier og kommunikation, KVU"",111,101,108,100,99"
" ,"" "","" "","" "",""H4025 Humanistisk og teologisk, KVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H4030 Kunstnerisk, KVU"",0,1,2,1,1"
" ,"" "","" "","" "",""H4038 Samfundsfaglig, Økonomisk-Merkantil, KVU"",302,299,301,286,302"
" ,"" "","" "","" "",""H4058 Teknisk, KVU"",251,240,261,263,271"
" ,"" "","" "","" "",""H4075 Fødevarer, bio- og laboratorieteknik, KVU"",18,18,20,15,20"
" ,"" "","" "","" "",""H4080 Jordbrug, natur og miljø, KVU"",10,10,10,8,7"
" ,"" "","" "","" "",""H4085 Maritimt, KVU"",1,2,4,6,6"
" ,"" "","" "","" "",""H4089 Sundhedsfaglig, KVU"",15,13,14,14,12"
" ,"" "","" "","" "",""H4095 Politi og forsvar mv., KVU"",31,29,28,31,24"
" ,"" "","" "","" "",""H4097 Videregående uddannelser uden nærmere angivelse, KVU"",1744,1792,1848,2113,2212"
" ,"" "","" "","" "",""H50 Mellemlange videregående uddannelser, MVU"",8088,8092,9441,7940,7361"
" ,"" "","" "","" "",""H5020 Pædagogisk, MVU"",266,272,291,286,276"
" ,"" "","" "","" "",""H5024 Medier og kommunikation, MVU"",70,71,69,56,55"
" ,"" "","" "","" "",""H5025 Humanistisk og teologisk, MVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H5030 Kunstnerisk, MVU"",46,74,89,99,114"
" ,"" "","" "","" "",""H5038 Samfundsfaglig, Økonomisk-Merkantil, MVU"",422,467,487,525,503"
" ,"" "","" "","" "",""H5039 Samfundsvidenskab, MVU"",6,5,5,4,3"
" ,"" "","" "","" "",""H5058 Teknisk, MVU"",838,936,981,1024,997"
" ,"" "","" "","" "",""H5059 Teknisk videnskab, MVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H5075 Fødevarer, Bio- og laboratorieteknik, MVU"",6,6,7,7,8"
" ,"" "","" "","" "",""H5080 Jordbrug, natur og miljø, MVU"",5,5,5,5,5"
" ,"" "","" "","" "",""H5085 Maritimt, MVU"",13,9,4,4,8"
" ,"" "","" "","" "",""H5089 Sundhedsfaglig, MVU"",145,154,150,139,162"
" ,"" "","" "","" "",""H5095 Politi og forsvar mv., MVU"",4,3,3,2,0"
" ,"" "","" "","" "",""H5097 Videregående uddannelser uden nærmere angivelse, MVU"",6267,6090,7350,5789,5230"
" ,"" "","" "","" "",""H60 Bacheloruddannelser, BACH"",897,1004,1109,3070,4262"
" ,"" "","" "","" "",""H6020 Pædagogisk, BACH"",0,0,0,1,1"
" ,"" "","" "","" "",""H6025 Humanistisk og teologisk, BACH"",81,88,82,84,80"
" ,"" "","" "","" "",""H6030 Kunstnerisk, BACH"",32,34,38,43,36"
" ,"" "","" "","" "",""H6035 Naturvidenskab, BACH"",58,66,70,72,62"
" ,"" "","" "","" "",""H6039 Samfundsvidenskab, BACH"",162,173,166,179,179"
" ,"" "","" "","" "",""H6059 Teknisk videnskab, BACH"",28,35,50,58,60"
" ,"" "","" "","" "",""H6075 Fødevarer, Bio- og laboratorieteknik, BACH"",0,0,0,0,0"
" ,"" "","" "","" "",""H6080 Jordbrug, natur og miljø, BACH"",1,1,1,1,2"
" ,"" "","" "","" "",""H6090 Sundhedsvidenskab, BACH"",24,29,29,22,19"
" ,"" "","" "","" "",""H6097 Videregående uddannelser uden nærmere angivelse, BACH"",511,578,673,2610,3823"
" ,"" "","" "","" "",""H70 Lange videregående uddannelser, LVU"",9122,9179,9661,9740,9850"
" ,"" "","" "","" "",""H7020 Pædagogisk, LVU"",14,15,14,15,15"
" ,"" "","" "","" "",""H7025 Humanistisk og teologisk, LVU"",255,285,296,297,288"
" ,"" "","" "","" "",""H7030 Kunstnerisk, LVU"",167,177,202,203,215"
" ,"" "","" "","" "",""H7035 Naturvidenskab, LVU"",356,371,410,450,499"
" ,"" "","" "","" "",""H7039 Samfundsvidenskab, LVU"",1203,1284,1423,1462,1542"
" ,"" "","" "","" "",""H7059 Teknisk videnskab, LVU"",1232,1351,1443,1539,1679"
" ,"" "","" "","" "",""H7075 Fødevarer, Bio- og laboratorieteknik, LVU"",15,19,19,21,24"
" ,"" "","" "","" "",""H7080 Jordbrug, natur og miljø, LVU"",85,92,96,99,110"
" ,"" "","" "","" "",""H7090 Sundhedsvidenskab, LVU"",367,374,400,403,421"
" ,"" "","" "","" "",""H7095 Politi og forsvar mv., LVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H7097 Videregående uddannelser uden nærmere angivelse, LVU"",5428,5211,5358,5251,5057"
" ,"" "","" "","" "",""H80 Ph.d. og forskeruddannelser"",1734,1758,1972,2086,2164"
" ,"" "","" "","" "",""H8020 Pædagogisk, Ph.d."",0,0,0,0,0"
" ,"" "","" "","" "",""H8025 Humanistisk og teologisk, Ph.d."",7,6,6,10,9"
" ,"" "","" "","" "",""H8030 Kunstnerisk, Ph.d."",25,23,27,32,32"
" ,"" "","" "","" "",""H8035 Naturvidenskab, Ph.d."",144,140,129,127,110"
" ,"" "","" "","" "",""H8039 Samfundsvidenskab, Ph.d."",38,40,32,30,29"
" ,"" "","" "","" "",""H8059 Teknisk videnskab, Ph.d."",341,316,310,332,345"
" ,"" "","" "","" "",""H8080 Jordbrug, natur og miljø, Ph.d."",47,39,40,43,40"
" ,"" "","" "","" "",""H8090 Sundhedsvidenskab, Ph.d."",73,75,65,101,99"
" ,"" "","" "","" "",""H8097 Videregående uddannelser uden nærmere angivelse, Ph.d."",1059,1119,1363,1411,1500"
" ,"" "","" "",""Efterkommere"""
" ,"" "","" "","" "",""H3091 Grundforløb"",0,0,1,8,9"
" ,"" "","" "","" "",""H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse"",3,4,8,8,4"
" ,"" "","" "","" "",""H35 Adgangsgivende uddannelsesforløb"",17,27,26,21,20"
" ,"" "","" "","" "",""H3510 Adgangskurser - videregående udd."",10,16,15,12,11"
" ,"" "","" "","" "",""H3520 Adgangseksamen - ingeniøruddannelse"",7,11,11,9,9"
" ,"" "","" "","" "",""H3530 Adgangsgivende værkstedsskoleforløb"",0,0,0,0,0"
" ,"" "","" "","" "",""H40 Korte videregående uddannelser, KVU"",364,415,480,518,587"
" ,"" "","" "","" "",""H4020 Pædagogisk, KVU"",28,24,19,16,13"
" ,"" "","" "","" "",""H4024 Medier og kommunikation, KVU"",29,32,32,35,30"
" ,"" "","" "","" "",""H4025 Humanistisk og teologisk, KVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H4030 Kunstnerisk, KVU"",0,0,1,1,2"
" ,"" "","" "","" "",""H4038 Samfundsfaglig, Økonomisk-Merkantil, KVU"",169,194,228,245,292"
" ,"" "","" "","" "",""H4058 Teknisk, KVU"",88,110,126,140,158"
" ,"" "","" "","" "",""H4075 Fødevarer, bio- og laboratorieteknik, KVU"",21,20,24,23,24"
" ,"" "","" "","" "",""H4080 Jordbrug, natur og miljø, KVU"",1,1,1,2,2"
" ,"" "","" "","" "",""H4085 Maritimt, KVU"",0,2,2,2,3"
" ,"" "","" "","" "",""H4089 Sundhedsfaglig, KVU"",2,4,7,8,9"
" ,"" "","" "","" "",""H4095 Politi og forsvar mv., KVU"",25,24,28,33,37"
" ,"" "","" "","" "",""H4097 Videregående uddannelser uden nærmere angivelse, KVU"",1,4,12,13,17"
" ,"" "","" "","" "",""H50 Mellemlange videregående uddannelser, MVU"",785,936,1167,1327,1481"
" ,"" "","" "","" "",""H5020 Pædagogisk, MVU"",230,270,319,369,408"
" ,"" "","" "","" "",""H5024 Medier og kommunikation, MVU"",27,31,32,38,38"
" ,"" "","" "","" "",""H5025 Humanistisk og teologisk, MVU"",0,0,0,0,0"
" ,"" "","" "","" "",""H5030 Kunstnerisk, MVU"",9,11,16,15,19"
" ,"" "","" "","" "",""H5038 Samfundsfaglig, Økonomisk-Merkantil, MVU"",180,214,275,317,351"
" ,"" "","" "","" "",""H5039 Samfundsvidenskab, MVU"",0,0,0,0,0"
