område,køn,alder,herkomst,uddannelse,2020,2021,2022,2023,2024
Hele landet,Mænd,25-29 år,Dansk oprindelse,Ph.d.,43.0,34.0,40.0,31.0,37.0
Hele landet,Mænd,25-29 år,Dansk oprindelse,Ph.d.,8.0,9.0,11.0,8.0,7.0
Hele landet,Mænd,25-29 år,Dansk oprindelse,Ph.d.,28.0,39.0,27.0,23.0,31.0
Hele landet,Mænd,25-29 år,Dansk oprindelse,Ph.d.,1.0,0.0,2.0,1.0,1.0
Hele landet,Mænd,25-29 år,Dansk oprindelse,Ph.d.,8.0,5.0,2.0,4.0,3.0
Hele landet,Mænd,25-29 år,Dansk oprindelse,Ph.d.,2.0,2.0,2.0,1.0,1.0
Hele landet,Mænd,25-29 år,Indvandrere,H3091 Grundforløb,0.0,0.0,42.0,71.0,74.0
Hele landet,Mænd,25-29 år,Indvandrere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,2036.0,2115.0,2422.0,2451.0,2186.0
Hele landet,Mænd,25-29 år,Indvandrere,H35 Adgangsgivende uddannelsesforløb,72.0,61.0,51.0,50.0,38.0
Hele landet,Mænd,25-29 år,Indvandrere,H3510 Adgangskurser - videregående udd.,24.0,21.0,16.0,16.0,12.0
Hele landet,Mænd,25-29 år,Indvandrere,H3520 Adgangseksamen - ingeniøruddannelse,48.0,40.0,35.0,34.0,26.0
Hele landet,Mænd,25-29 år,Indvandrere,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,2148.0,2168.0,2280.0,2427.0,2660.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,129.0,119.0,103.0,96.0,92.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,2.0,1.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,379.0,391.0,373.0,364.0,349.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,243.0,241.0,223.0,211.0,229.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,12.0,12.0,12.0,13.0,6.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,11.0,8.0,4.0,4.0,3.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,3.0,3.0,2.0,0.0,2.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,4.0,3.0,2.0,3.0,5.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,15.0,20.0,17.0,16.0,13.0
Hele landet,Mænd,25-29 år,Indvandrere,KVU,1350.0,1370.0,1544.0,1720.0,1961.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,6776.0,6239.0,7435.0,5276.0,4407.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,147.0,141.0,135.0,131.0,131.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,39.0,42.0,29.0,28.0,30.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,113.0,115.0,101.0,94.0,74.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,450.0,493.0,516.0,579.0,539.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,3.0,2.0,1.0,0.0,1.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,905.0,904.0,945.0,993.0,922.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,0.0,0.0,1.0,2.0,1.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,5.0,7.0,10.0,9.0,8.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,9.0,5.0,4.0,6.0,4.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,3.0,3.0,3.0,4.0,3.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,87.0,73.0,78.0,107.0,110.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,0.0,0.0,0.0,1.0,1.0
Hele landet,Mænd,25-29 år,Indvandrere,MVU,5015.0,4454.0,5612.0,3322.0,2583.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,3315.0,3214.0,3367.0,6689.0,8555.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,1.0,1.0,1.0,0.0,0.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,93.0,87.0,83.0,84.0,84.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,97.0,97.0,76.0,53.0,41.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,101.0,102.0,103.0,92.0,98.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,359.0,346.0,324.0,322.0,326.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,113.0,103.0,107.0,118.0,131.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,1.0,2.0,2.0,0.0,1.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,5.0,3.0,2.0,4.0,3.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,92.0,89.0,93.0,95.0,101.0
Hele landet,Mænd,25-29 år,Indvandrere,BACH,2453.0,2384.0,2576.0,5921.0,7770.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,7042.0,7385.0,7400.0,7541.0,7345.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,5.0,4.0,5.0,8.0,6.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,192.0,170.0,171.0,140.0,146.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,171.0,172.0,174.0,176.0,155.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,431.0,497.0,558.0,609.0,656.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,1311.0,1318.0,1333.0,1382.0,1347.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,1335.0,1408.0,1546.0,1802.0,1960.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,21.0,17.0,25.0,23.0,18.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,90.0,101.0,114.0,115.0,110.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,237.0,256.0,237.0,233.0,231.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Indvandrere,LVU,3249.0,3442.0,3237.0,3053.0,2716.0
Hele landet,Mænd,25-29 år,Indvandrere,H80 Ph.d. og forskeruddannelser,325.0,366.0,463.0,419.0,414.0
Hele landet,Mænd,25-29 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Indvandrere,Ph.d.,0.0,1.0,1.0,1.0,1.0
Hele landet,Mænd,25-29 år,Indvandrere,Ph.d.,7.0,11.0,10.0,13.0,11.0
Hele landet,Mænd,25-29 år,Indvandrere,Ph.d.,8.0,13.0,15.0,9.0,24.0
Hele landet,Mænd,25-29 år,Indvandrere,Ph.d.,2.0,3.0,1.0,3.0,3.0
Hele landet,Mænd,25-29 år,Indvandrere,Ph.d.,35.0,27.0,34.0,27.0,31.0
Hele landet,Mænd,25-29 år,Indvandrere,Ph.d.,2.0,2.0,6.0,2.0,1.0
Hele landet,Mænd,25-29 år,Indvandrere,Ph.d.,6.0,8.0,6.0,7.0,8.0
Hele landet,Mænd,25-29 år,Indvandrere,Ph.d.,265.0,301.0,390.0,357.0,335.0
Hele landet,Mænd,25-29 år,Efterkommere,H3091 Grundforløb,0.0,0.0,39.0,82.0,134.0
Hele landet,Mænd,25-29 år,Efterkommere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,5.0,5.0,9.0,10.0,9.0
Hele landet,Mænd,25-29 år,Efterkommere,H35 Adgangsgivende uddannelsesforløb,33.0,26.0,22.0,20.0,16.0
Hele landet,Mænd,25-29 år,Efterkommere,H3510 Adgangskurser - videregående udd.,14.0,11.0,12.0,10.0,7.0
Hele landet,Mænd,25-29 år,Efterkommere,H3520 Adgangseksamen - ingeniøruddannelse,19.0,15.0,10.0,10.0,9.0
Hele landet,Mænd,25-29 år,Efterkommere,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,596.0,699.0,773.0,852.0,908.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,4.0,4.0,4.0,3.0,2.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,46.0,46.0,42.0,54.0,59.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,2.0,2.0,1.0,2.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,341.0,402.0,457.0,509.0,553.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,143.0,167.0,172.0,190.0,193.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,12.0,18.0,20.0,17.0,20.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,1.0,2.0,2.0,2.0,3.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,1.0,0.0,0.0,0.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,8.0,11.0,11.0,13.0,14.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,32.0,41.0,53.0,56.0,52.0
Hele landet,Mænd,25-29 år,Efterkommere,KVU,6.0,6.0,11.0,6.0,10.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,1176.0,1303.0,1434.0,1599.0,1759.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,282.0,314.0,321.0,343.0,363.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,28.0,22.0,31.0,24.0,20.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,12.0,20.0,19.0,22.0,17.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,307.0,329.0,338.0,398.0,474.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,0.0,0.0,1.0,1.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,440.0,517.0,582.0,642.0,718.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,0.0,0.0,1.0,2.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,3.0,4.0,3.0,4.0,4.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,3.0,3.0,4.0,2.0,2.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,81.0,70.0,82.0,94.0,101.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,1.0,2.0,1.0,2.0,3.0
Hele landet,Mænd,25-29 år,Efterkommere,MVU,19.0,22.0,51.0,65.0,54.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,602.0,620.0,661.0,676.0,672.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,2.0,2.0,2.0,2.0,2.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,99.0,99.0,103.0,93.0,78.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,11.0,10.0,11.0,11.0,9.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,67.0,72.0,84.0,81.0,82.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,269.0,282.0,279.0,285.0,290.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,58.0,64.0,67.0,83.0,97.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,2.0,0.0,0.0,0.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,3.0,3.0,3.0,3.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,88.0,85.0,101.0,113.0,93.0
Hele landet,Mænd,25-29 år,Efterkommere,BACH,3.0,3.0,11.0,5.0,19.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,1193.0,1357.0,1523.0,1579.0,1604.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,17.0,15.0,12.0,11.0,10.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,77.0,68.0,67.0,83.0,82.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,7.0,10.0,8.0,10.0,10.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,111.0,130.0,156.0,173.0,183.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,540.0,621.0,696.0,706.0,717.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,256.0,291.0,345.0,335.0,330.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,1.0,1.0,1.0,1.0,2.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,7.0,7.0,6.0,6.0,3.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,162.0,200.0,209.0,236.0,248.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Efterkommere,LVU,15.0,14.0,23.0,18.0,19.0
Hele landet,Mænd,25-29 år,Efterkommere,H80 Ph.d. og forskeruddannelser,7.0,7.0,7.0,4.0,6.0
Hele landet,Mænd,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Efterkommere,Ph.d.,1.0,0.0,1.0,1.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,Ph.d.,2.0,1.0,0.0,0.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,1.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,Ph.d.,3.0,4.0,3.0,0.0,0.0
Hele landet,Mænd,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,25-29 år,Efterkommere,Ph.d.,1.0,2.0,1.0,0.0,1.0
Hele landet,Mænd,25-29 år,Efterkommere,Ph.d.,0.0,0.0,2.0,2.0,2.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,H3091 Grundforløb,0.0,0.0,62.0,93.0,114.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,28.0,28.0,30.0,27.0,23.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,H35 Adgangsgivende uddannelsesforløb,138.0,121.0,114.0,107.0,93.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,H3510 Adgangskurser - videregående udd.,3.0,3.0,2.0,1.0,2.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,H3520 Adgangseksamen - ingeniøruddannelse,130.0,115.0,112.0,106.0,91.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,H3530 Adgangsgivende værkstedsskoleforløb,5.0,3.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,8416.0,8631.0,9130.0,9798.0,10260.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,48.0,34.0,26.0,24.0,23.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,670.0,708.0,744.0,792.0,770.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,28.0,28.0,25.0,26.0,27.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,3044.0,3080.0,3344.0,3668.0,3909.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,2855.0,2997.0,3193.0,3350.0,3437.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,311.0,340.0,326.0,353.0,367.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,233.0,227.0,213.0,212.0,233.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,121.0,114.0,117.0,120.0,113.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,35.0,38.0,43.0,46.0,41.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,1027.0,1011.0,1052.0,1154.0,1280.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,KVU,44.0,54.0,47.0,53.0,60.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,20196.0,21665.0,22843.0,23959.0,24716.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,6065.0,6381.0,6459.0,6589.0,6638.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,1056.0,1155.0,1222.0,1290.0,1285.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,394.0,451.0,475.0,532.0,553.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,3218.0,3549.0,3921.0,4309.0,4602.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,36.0,32.0,25.0,19.0,22.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,6968.0,7483.0,7986.0,8410.0,8733.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,0.0,1.0,4.0,10.0,14.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,114.0,128.0,143.0,138.0,154.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,125.0,141.0,171.0,194.0,205.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,196.0,175.0,164.0,145.0,137.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,1648.0,1823.0,1964.0,2052.0,2144.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,325.0,291.0,253.0,211.0,177.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,MVU,51.0,55.0,56.0,60.0,52.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,4458.0,4612.0,4850.0,5069.0,5353.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,12.0,10.0,13.0,17.0,12.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,1215.0,1289.0,1348.0,1346.0,1418.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,280.0,290.0,322.0,367.0,378.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,726.0,799.0,891.0,1002.0,1070.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,1609.0,1583.0,1572.0,1620.0,1661.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,434.0,462.0,507.0,539.0,607.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,16.0,11.0,10.0,6.0,9.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,36.0,33.0,41.0,48.0,52.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,118.0,118.0,117.0,101.0,109.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,BACH,12.0,17.0,29.0,23.0,37.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,24859.0,26350.0,27792.0,28910.0,30194.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,396.0,401.0,418.0,385.0,369.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,3714.0,3909.0,4106.0,4147.0,4157.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,707.0,688.0,682.0,678.0,697.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,2951.0,3208.0,3554.0,3862.0,4074.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,10364.0,11110.0,11656.0,12032.0,12504.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,4577.0,4704.0,4945.0,5291.0,5791.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,66.0,73.0,76.0,85.0,82.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,312.0,344.0,352.0,377.0,394.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,1702.0,1847.0,1930.0,1997.0,2067.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,LVU,70.0,66.0,73.0,56.0,59.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,H80 Ph.d. og forskeruddannelser,1307.0,1279.0,1239.0,1228.0,1228.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,Ph.d.,46.0,42.0,38.0,40.0,47.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,Ph.d.,30.0,34.0,37.0,37.0,35.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,Ph.d.,377.0,366.0,351.0,351.0,349.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,Ph.d.,141.0,124.0,118.0,123.0,130.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,Ph.d.,469.0,450.0,442.0,407.0,403.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,Ph.d.,41.0,32.0,27.0,26.0,25.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,Ph.d.,199.0,225.0,223.0,238.0,236.0
Hele landet,Mænd,30-34 år,Dansk oprindelse,Ph.d.,4.0,6.0,3.0,6.0,3.0
Hele landet,Mænd,30-34 år,Indvandrere,H3091 Grundforløb,0.0,0.0,7.0,16.0,19.0
Hele landet,Mænd,30-34 år,Indvandrere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,3488.0,3688.0,4110.0,4047.0,3407.0
Hele landet,Mænd,30-34 år,Indvandrere,H35 Adgangsgivende uddannelsesforløb,71.0,71.0,76.0,65.0,55.0
Hele landet,Mænd,30-34 år,Indvandrere,H3510 Adgangskurser - videregående udd.,23.0,21.0,24.0,30.0,30.0
Hele landet,Mænd,30-34 år,Indvandrere,H3520 Adgangseksamen - ingeniøruddannelse,47.0,49.0,52.0,35.0,25.0
Hele landet,Mænd,30-34 år,Indvandrere,H3530 Adgangsgivende værkstedsskoleforløb,1.0,1.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,2494.0,2511.0,2601.0,2842.0,2957.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,11.0,6.0,5.0,5.0,3.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,111.0,101.0,108.0,100.0,99.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,0.0,1.0,2.0,1.0,1.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,302.0,299.0,301.0,286.0,302.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,251.0,240.0,261.0,263.0,271.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,18.0,18.0,20.0,15.0,20.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,10.0,10.0,10.0,8.0,7.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,1.0,2.0,4.0,6.0,6.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,15.0,13.0,14.0,14.0,12.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,31.0,29.0,28.0,31.0,24.0
Hele landet,Mænd,30-34 år,Indvandrere,KVU,1744.0,1792.0,1848.0,2113.0,2212.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,8088.0,8092.0,9441.0,7940.0,7361.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,266.0,272.0,291.0,286.0,276.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,70.0,71.0,69.0,56.0,55.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,46.0,74.0,89.0,99.0,114.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,422.0,467.0,487.0,525.0,503.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,6.0,5.0,5.0,4.0,3.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,838.0,936.0,981.0,1024.0,997.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,6.0,6.0,7.0,7.0,8.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,5.0,5.0,5.0,5.0,5.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,13.0,9.0,4.0,4.0,8.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,145.0,154.0,150.0,139.0,162.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,4.0,3.0,3.0,2.0,0.0
Hele landet,Mænd,30-34 år,Indvandrere,MVU,6267.0,6090.0,7350.0,5789.0,5230.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,897.0,1004.0,1109.0,3070.0,4262.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,0.0,0.0,0.0,1.0,1.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,81.0,88.0,82.0,84.0,80.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,32.0,34.0,38.0,43.0,36.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,58.0,66.0,70.0,72.0,62.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,162.0,173.0,166.0,179.0,179.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,28.0,35.0,50.0,58.0,60.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,1.0,1.0,1.0,1.0,2.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,24.0,29.0,29.0,22.0,19.0
Hele landet,Mænd,30-34 år,Indvandrere,BACH,511.0,578.0,673.0,2610.0,3823.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,9122.0,9179.0,9661.0,9740.0,9850.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,14.0,15.0,14.0,15.0,15.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,255.0,285.0,296.0,297.0,288.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,167.0,177.0,202.0,203.0,215.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,356.0,371.0,410.0,450.0,499.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,1203.0,1284.0,1423.0,1462.0,1542.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,1232.0,1351.0,1443.0,1539.0,1679.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,15.0,19.0,19.0,21.0,24.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,85.0,92.0,96.0,99.0,110.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,367.0,374.0,400.0,403.0,421.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Indvandrere,LVU,5428.0,5211.0,5358.0,5251.0,5057.0
Hele landet,Mænd,30-34 år,Indvandrere,H80 Ph.d. og forskeruddannelser,1734.0,1758.0,1972.0,2086.0,2164.0
Hele landet,Mænd,30-34 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Indvandrere,Ph.d.,7.0,6.0,6.0,10.0,9.0
Hele landet,Mænd,30-34 år,Indvandrere,Ph.d.,25.0,23.0,27.0,32.0,32.0
Hele landet,Mænd,30-34 år,Indvandrere,Ph.d.,144.0,140.0,129.0,127.0,110.0
