område,køn,alder,herkomst,uddannelse,2020,2021,2022,2023,2024
Hele landet,Mænd,30-34 år,Indvandrere,Ph.d.,38.0,40.0,32.0,30.0,29.0
Hele landet,Mænd,30-34 år,Indvandrere,Ph.d.,341.0,316.0,310.0,332.0,345.0
Hele landet,Mænd,30-34 år,Indvandrere,Ph.d.,47.0,39.0,40.0,43.0,40.0
Hele landet,Mænd,30-34 år,Indvandrere,Ph.d.,73.0,75.0,65.0,101.0,99.0
Hele landet,Mænd,30-34 år,Indvandrere,Ph.d.,1059.0,1119.0,1363.0,1411.0,1500.0
Hele landet,Mænd,30-34 år,Efterkommere,H3091 Grundforløb,0.0,0.0,1.0,8.0,9.0
Hele landet,Mænd,30-34 år,Efterkommere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,3.0,4.0,8.0,8.0,4.0
Hele landet,Mænd,30-34 år,Efterkommere,H35 Adgangsgivende uddannelsesforløb,17.0,27.0,26.0,21.0,20.0
Hele landet,Mænd,30-34 år,Efterkommere,H3510 Adgangskurser - videregående udd.,10.0,16.0,15.0,12.0,11.0
Hele landet,Mænd,30-34 år,Efterkommere,H3520 Adgangseksamen - ingeniøruddannelse,7.0,11.0,11.0,9.0,9.0
Hele landet,Mænd,30-34 år,Efterkommere,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,364.0,415.0,480.0,518.0,587.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,28.0,24.0,19.0,16.0,13.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,29.0,32.0,32.0,35.0,30.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,0.0,0.0,1.0,1.0,2.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,169.0,194.0,228.0,245.0,292.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,88.0,110.0,126.0,140.0,158.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,21.0,20.0,24.0,23.0,24.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,1.0,1.0,1.0,2.0,2.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,0.0,2.0,2.0,2.0,3.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,2.0,4.0,7.0,8.0,9.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,25.0,24.0,28.0,33.0,37.0
Hele landet,Mænd,30-34 år,Efterkommere,KVU,1.0,4.0,12.0,13.0,17.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,785.0,936.0,1167.0,1327.0,1481.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,230.0,270.0,319.0,369.0,408.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,27.0,31.0,32.0,38.0,38.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,9.0,11.0,16.0,15.0,19.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,180.0,214.0,275.0,317.0,351.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,245.0,300.0,365.0,430.0,505.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,5.0,6.0,7.0,9.0,8.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,1.0,1.0,2.0,4.0,2.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,4.0,3.0,3.0,3.0,2.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,66.0,86.0,89.0,103.0,109.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,2.0,1.0,1.0,1.0,1.0
Hele landet,Mænd,30-34 år,Efterkommere,MVU,16.0,13.0,58.0,38.0,38.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,197.0,228.0,251.0,275.0,310.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,46.0,51.0,56.0,65.0,72.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,6.0,7.0,9.0,10.0,13.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,18.0,23.0,27.0,26.0,30.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,108.0,126.0,127.0,136.0,147.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,9.0,13.0,25.0,30.0,29.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,1.0,0.0,0.0,0.0,1.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,9.0,8.0,6.0,8.0,15.0
Hele landet,Mænd,30-34 år,Efterkommere,BACH,0.0,0.0,1.0,0.0,3.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,807.0,1003.0,1148.0,1345.0,1596.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,9.0,14.0,18.0,20.0,26.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,55.0,73.0,81.0,86.0,102.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,13.0,15.0,17.0,12.0,11.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,40.0,57.0,72.0,104.0,141.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,402.0,500.0,553.0,638.0,727.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,164.0,185.0,211.0,260.0,329.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,2.0,3.0,3.0,2.0,4.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,1.0,3.0,4.0,4.0,9.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,108.0,141.0,176.0,203.0,235.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Efterkommere,LVU,13.0,12.0,13.0,16.0,12.0
Hele landet,Mænd,30-34 år,Efterkommere,H80 Ph.d. og forskeruddannelser,26.0,30.0,43.0,44.0,40.0
Hele landet,Mænd,30-34 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Efterkommere,Ph.d.,0.0,1.0,1.0,1.0,1.0
Hele landet,Mænd,30-34 år,Efterkommere,Ph.d.,3.0,3.0,4.0,5.0,5.0
Hele landet,Mænd,30-34 år,Efterkommere,Ph.d.,4.0,5.0,8.0,6.0,6.0
Hele landet,Mænd,30-34 år,Efterkommere,Ph.d.,1.0,1.0,1.0,1.0,1.0
Hele landet,Mænd,30-34 år,Efterkommere,Ph.d.,6.0,9.0,14.0,17.0,13.0
Hele landet,Mænd,30-34 år,Efterkommere,Ph.d.,1.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,30-34 år,Efterkommere,Ph.d.,10.0,11.0,14.0,13.0,13.0
Hele landet,Mænd,30-34 år,Efterkommere,Ph.d.,1.0,0.0,1.0,1.0,1.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,H3091 Grundforløb,0.0,0.0,27.0,38.0,46.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,23.0,28.0,31.0,35.0,22.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,H35 Adgangsgivende uddannelsesforløb,98.0,98.0,80.0,89.0,79.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,H3510 Adgangskurser - videregående udd.,0.0,1.0,2.0,3.0,2.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,H3520 Adgangseksamen - ingeniøruddannelse,84.0,84.0,78.0,86.0,77.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,H3530 Adgangsgivende værkstedsskoleforløb,14.0,13.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,8714.0,8759.0,8724.0,8760.0,9031.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,92.0,100.0,95.0,85.0,69.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,559.0,562.0,557.0,563.0,596.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,44.0,43.0,34.0,25.0,30.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,2868.0,2937.0,2939.0,2969.0,3060.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,3186.0,3105.0,3067.0,3106.0,3257.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,261.0,279.0,290.0,312.0,330.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,224.0,216.0,226.0,234.0,230.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,96.0,108.0,116.0,116.0,135.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,23.0,26.0,32.0,31.0,32.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,1342.0,1353.0,1320.0,1260.0,1218.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,KVU,19.0,30.0,48.0,59.0,74.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,16976.0,17760.0,18781.0,19916.0,21252.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,5423.0,5492.0,5757.0,5996.0,6414.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,765.0,825.0,898.0,932.0,1036.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,12.0,9.0,4.0,3.0,2.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,255.0,268.0,329.0,351.0,371.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,2502.0,2684.0,2866.0,3103.0,3326.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,41.0,44.0,47.0,47.0,45.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,6010.0,6346.0,6662.0,7141.0,7575.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,1.0,1.0,4.0,2.0,3.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,86.0,91.0,106.0,102.0,114.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,94.0,103.0,98.0,109.0,136.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,302.0,289.0,258.0,241.0,226.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,1090.0,1188.0,1323.0,1460.0,1607.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,354.0,371.0,380.0,370.0,340.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,MVU,41.0,49.0,49.0,59.0,57.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,2930.0,2957.0,3001.0,3185.0,3399.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,2.0,3.0,3.0,9.0,12.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,888.0,877.0,882.0,927.0,967.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,199.0,199.0,189.0,189.0,209.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,451.0,427.0,440.0,472.0,541.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,1178.0,1211.0,1197.0,1250.0,1288.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,154.0,187.0,228.0,278.0,316.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,4.0,5.0,8.0,7.0,7.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,18.0,20.0,20.0,23.0,23.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,33.0,27.0,34.0,29.0,30.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,BACH,3.0,1.0,0.0,1.0,6.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,19520.0,20319.0,21246.0,22668.0,24110.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,422.0,440.0,433.0,465.0,496.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,3195.0,3265.0,3361.0,3572.0,3694.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,764.0,749.0,748.0,767.0,774.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,1910.0,2055.0,2184.0,2412.0,2686.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,8246.0,8558.0,9002.0,9587.0,10230.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,3469.0,3763.0,3963.0,4180.0,4387.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,34.0,43.0,51.0,55.0,71.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,239.0,243.0,254.0,279.0,314.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,1125.0,1131.0,1196.0,1298.0,1400.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,86.0,37.0,11.0,4.0,0.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,LVU,30.0,35.0,43.0,49.0,58.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,H80 Ph.d. og forskeruddannelser,2181.0,2214.0,2199.0,2202.0,2248.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,Ph.d.,128.0,129.0,129.0,119.0,120.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,Ph.d.,45.0,41.0,42.0,43.0,56.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,Ph.d.,488.0,503.0,500.0,492.0,489.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,Ph.d.,225.0,236.0,224.0,224.0,236.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,Ph.d.,644.0,654.0,649.0,665.0,658.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,Ph.d.,77.0,77.0,76.0,73.0,72.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,Ph.d.,566.0,565.0,566.0,572.0,603.0
Hele landet,Mænd,35-39 år,Dansk oprindelse,Ph.d.,8.0,9.0,13.0,14.0,14.0
Hele landet,Mænd,35-39 år,Indvandrere,H3091 Grundforløb,0.0,0.0,2.0,7.0,8.0
Hele landet,Mænd,35-39 år,Indvandrere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,4075.0,4443.0,4799.0,4796.0,4556.0
Hele landet,Mænd,35-39 år,Indvandrere,H35 Adgangsgivende uddannelsesforløb,64.0,69.0,66.0,71.0,64.0
Hele landet,Mænd,35-39 år,Indvandrere,H3510 Adgangskurser - videregående udd.,23.0,27.0,25.0,24.0,24.0
Hele landet,Mænd,35-39 år,Indvandrere,H3520 Adgangseksamen - ingeniøruddannelse,40.0,42.0,41.0,47.0,40.0
Hele landet,Mænd,35-39 år,Indvandrere,H3530 Adgangsgivende værkstedsskoleforløb,1.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,2014.0,2228.0,2447.0,2858.0,3021.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,19.0,21.0,17.0,16.0,14.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,103.0,105.0,95.0,97.0,88.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,7.0,5.0,3.0,2.0,2.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,208.0,241.0,259.0,275.0,284.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,226.0,239.0,235.0,241.0,251.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,33.0,29.0,24.0,26.0,23.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,18.0,14.0,15.0,9.0,8.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,6.0,7.0,5.0,4.0,3.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,10.0,14.0,18.0,19.0,21.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,40.0,36.0,43.0,39.0,42.0
Hele landet,Mænd,35-39 år,Indvandrere,KVU,1344.0,1517.0,1733.0,2130.0,2285.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,6104.0,6790.0,8178.0,7867.0,8217.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,204.0,223.0,239.0,272.0,302.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,37.0,34.0,44.0,59.0,62.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,36.0,35.0,34.0,38.0,48.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,237.0,275.0,313.0,362.0,414.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,2.0,4.0,4.0,5.0,7.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,625.0,664.0,721.0,781.0,879.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,5.0,4.0,2.0,5.0,6.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,5.0,3.0,3.0,4.0,4.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,9.0,13.0,18.0,17.0,17.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,168.0,160.0,160.0,174.0,177.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,4.0,4.0,2.0,1.0,3.0
Hele landet,Mænd,35-39 år,Indvandrere,MVU,4772.0,5371.0,6638.0,6149.0,6298.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,363.0,379.0,418.0,1739.0,2222.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,57.0,62.0,67.0,66.0,64.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,17.0,19.0,16.0,14.0,15.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,24.0,24.0,25.0,39.0,51.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,104.0,113.0,121.0,121.0,128.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,18.0,18.0,20.0,26.0,25.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,2.0,1.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,8.0,7.0,9.0,14.0,10.0
Hele landet,Mænd,35-39 år,Indvandrere,BACH,133.0,135.0,160.0,1459.0,1929.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,8212.0,8586.0,9081.0,9506.0,9679.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,17.0,20.0,19.0,16.0,18.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,189.0,197.0,204.0,212.0,229.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,88.0,93.0,99.0,126.0,151.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,186.0,235.0,267.0,289.0,307.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,729.0,849.0,923.0,1014.0,1135.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,700.0,789.0,884.0,990.0,1112.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,9.0,9.0,8.0,12.0,14.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,66.0,78.0,83.0,88.0,77.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,334.0,341.0,353.0,389.0,406.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Indvandrere,LVU,5894.0,5975.0,6241.0,6370.0,6230.0
Hele landet,Mænd,35-39 år,Indvandrere,H80 Ph.d. og forskeruddannelser,2124.0,2214.0,2463.0,2588.0,2942.0
Hele landet,Mænd,35-39 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Indvandrere,Ph.d.,15.0,16.0,15.0,13.0,15.0
Hele landet,Mænd,35-39 år,Indvandrere,Ph.d.,11.0,17.0,24.0,25.0,28.0
Hele landet,Mænd,35-39 år,Indvandrere,Ph.d.,114.0,131.0,134.0,152.0,167.0
Hele landet,Mænd,35-39 år,Indvandrere,Ph.d.,39.0,39.0,45.0,41.0,44.0
Hele landet,Mænd,35-39 år,Indvandrere,Ph.d.,360.0,412.0,434.0,431.0,427.0
Hele landet,Mænd,35-39 år,Indvandrere,Ph.d.,65.0,69.0,61.0,65.0,62.0
Hele landet,Mænd,35-39 år,Indvandrere,Ph.d.,107.0,127.0,137.0,128.0,146.0
Hele landet,Mænd,35-39 år,Indvandrere,Ph.d.,1413.0,1403.0,1613.0,1733.0,2053.0
Hele landet,Mænd,35-39 år,Efterkommere,H3091 Grundforløb,0.0,0.0,1.0,1.0,1.0
Hele landet,Mænd,35-39 år,Efterkommere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,2.0,3.0,7.0,13.0,5.0
Hele landet,Mænd,35-39 år,Efterkommere,H35 Adgangsgivende uddannelsesforløb,2.0,2.0,4.0,10.0,13.0
Hele landet,Mænd,35-39 år,Efterkommere,H3510 Adgangskurser - videregående udd.,2.0,2.0,3.0,7.0,8.0
Hele landet,Mænd,35-39 år,Efterkommere,H3520 Adgangseksamen - ingeniøruddannelse,0.0,0.0,1.0,3.0,5.0
Hele landet,Mænd,35-39 år,Efterkommere,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,192.0,203.0,243.0,281.0,343.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,16.0,17.0,21.0,22.0,21.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,16.0,17.0,17.0,16.0,22.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,83.0,90.0,109.0,126.0,153.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,42.0,45.0,57.0,77.0,93.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,6.0,9.0,8.0,11.0,15.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,1.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,2.0,1.0,1.0,2.0,2.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,25.0,23.0,21.0,22.0,28.0
Hele landet,Mænd,35-39 år,Efterkommere,KVU,1.0,1.0,9.0,5.0,9.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,353.0,389.0,494.0,596.0,741.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,101.0,109.0,138.0,170.0,213.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,5.0,9.0,9.0,17.0,21.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,6.0,7.0,8.0,11.0,9.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,64.0,68.0,83.0,116.0,160.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,133.0,143.0,163.0,202.0,240.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,0.0,0.0,1.0,2.0,4.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,2.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,1.0,2.0,2.0,1.0,2.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,28.0,36.0,39.0,46.0,55.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,4.0,4.0,3.0,2.0,2.0
Hele landet,Mænd,35-39 år,Efterkommere,MVU,11.0,11.0,48.0,29.0,33.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,76.0,83.0,97.0,121.0,147.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,20.0,22.0,26.0,30.0,32.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,2.0,3.0,2.0,3.0,4.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,7.0,7.0,6.0,9.0,13.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,42.0,46.0,56.0,71.0,84.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,4.0,3.0,5.0,6.0,9.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,0.0,0.0,1.0,1.0,1.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,BACH,1.0,2.0,1.0,1.0,4.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,375.0,412.0,519.0,612.0,698.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,3.0,3.0,2.0,5.0,6.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,39.0,46.0,52.0,52.0,59.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,11.0,9.0,9.0,12.0,12.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,24.0,19.0,21.0,27.0,33.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,189.0,199.0,254.0,294.0,348.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,65.0,83.0,103.0,129.0,135.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,1.0,1.0,1.0,1.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,0.0,0.0,2.0,2.0,2.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,40.0,46.0,57.0,67.0,90.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,LVU,3.0,6.0,18.0,23.0,13.0
Hele landet,Mænd,35-39 år,Efterkommere,H80 Ph.d. og forskeruddannelser,22.0,24.0,24.0,27.0,39.0
Hele landet,Mænd,35-39 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,Ph.d.,0.0,1.0,1.0,1.0,1.0
Hele landet,Mænd,35-39 år,Efterkommere,Ph.d.,0.0,1.0,1.0,1.0,2.0
Hele landet,Mænd,35-39 år,Efterkommere,Ph.d.,5.0,5.0,5.0,4.0,3.0
Hele landet,Mænd,35-39 år,Efterkommere,Ph.d.,1.0,1.0,1.0,1.0,0.0
Hele landet,Mænd,35-39 år,Efterkommere,Ph.d.,7.0,3.0,3.0,4.0,7.0
